"#","Receipt No.","Customer Code","Customer Name","Receipt Route","Receipt Date","Currency","Receipt Amount","Receipt Category","Finance Book","Instrument No.","Status","Instrument Date","Receipt Mode","Bank / Cash Code","Description","Booking No","HBL HAWB NO","MBL MAWB NO"
939,"QMS-CR3360/17","PRK-K-KPR","PKD  Kampar","Bank","2017-07-04","RM",10494.10,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
940,"QMS-CR3212/17","PRK-K-KPR","PKD  Kampar","Bank","2017-08-08","RM",11123.75,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
941,"QMS-CR3199/17","PRK-K-KPR","PKD  Kampar","Bank","2017-08-09","RM",11123.75,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
942,"QMS-CR3349/17","PRK-K-KPR","PKD  Kampar","Bank","2017-08-18","RM",11123.75,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
943,"QMS-CR3522/17","PRK-K-KPR","PKD  Kampar","Bank","2017-08-30","RM",19543.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
944,"QMS-CR3340/17","PRK-K-KPR","PKD  Kampar","Bank","2017-09-18","RM",24696.94,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
945,"QMS-CR1903/17","PRK-K-KRN","PKD  Kerian","Bank","2017-05-22","RM",63.07,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
946,"QMS-CR1599/17","PRK-K-KRN","PKD  Kerian","Bank","2017-05-29","RM",63.07,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
947,"QMS-CR1553/17","PRK-K-KRN","PKD  Kerian","Bank","2017-05-22","RM",71.67,"Regular","QMSPFB","","Reversed","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
948,"QMS-CR3258/17","PRK-K-KRN","PKD  Kerian","Bank","2017-07-25","RM",71.67,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
949,"QMS-CR3168/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-09","RM",71.67,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
950,"QMS-CR3172/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-09","RM",1368.25,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
951,"QMS-CR3321/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-16","RM",1526.32,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
952,"QMS-CR3432/17","PRK-K-KRN","PKD  Kerian","Bank","2017-10-16","RM",6275.48,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
953,"QMS-CR3482/17","PRK-K-KRN","PKD  Kerian","Bank","2017-10-20","RM",6275.48,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
954,"QMS-CR3240/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-07","RM",19445.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
955,"QMS-CR1552/17","PRK-K-KRN","PKD  Kerian","Bank","2017-05-22","RM",24076.57,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
956,"QMS-CR1598/17","PRK-K-KRN","PKD  Kerian","Bank","2017-05-29","RM",24076.57,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
957,"QMS-CR1915/17","PRK-K-KRN","PKD  Kerian","Bank","2017-06-23","RM",24076.57,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
958,"QMS-CR3135/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-02","RM",25521.17,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
959,"QMS-CR3306/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-14","RM",25521.17,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
960,"QMS-CR3357/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-22","RM",25846.76,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
961,"QMS-CR3039/17","PRK-K-KRN","PKD  Kerian","Bank","2017-08-24","RM",80866.34,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
962,"QMS-CR3503/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-08-30","RM",3766.27,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
963,"QMS-CR3512/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-08-30","RM",4685.29,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
964,"QMS-CR3044/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-09-05","RM",4685.29,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
965,"QMS-CR3356/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-08-21","RM",16465.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
966,"QMS-CR3137/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-08-02","RM",39910.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
967,"QMS-CR1706/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-06-08","RM",39910.06,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
968,"QMS-CR1786/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-06-13","RM",39910.06,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
969,"QMS-CR3569/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-10-30","RM",41842.93,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
970,"QMS-CR3673/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-10-23","RM",42304.66,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
971,"QMS-CR3241/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-08-07","RM",42631.20,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
972,"QMS-CR3468/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-10-17","RM",66602.98,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
973,"QMS-CR3467/17","PRK-K-LMS","PKD  Larut Matang Selama","Bank","2017-10-17","RM",76323.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
974,"QMS-CR3069/17","PRK-K-MJG","PKD  Manjung","Bank","2017-09-21","RM",694.36,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
975,"QMS-CR3471/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-17","RM",2927.97,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
976,"QMS-CR3495/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-25","RM",2927.97,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
977,"QMS-CR3530/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-27","RM",2927.97,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
978,"QMS-CR3130/17","PRK-K-MJG","PKD  Manjung","Bank","2017-08-02","RM",7330.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
979,"QMS-CR1784/17","PRK-K-MJG","PKD  Manjung","Bank","2017-06-13","RM",34613.97,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
980,"QMS-CR1507/17","PRK-K-MJG","PKD  Manjung","Bank","2017-05-16","RM",34790.75,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
981,"QMS-CR1538/17","PRK-K-MJG","PKD  Manjung","Bank","2017-05-19","RM",34790.75,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
982,"QMS-CR3566/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-30","RM",34797.51,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
983,"QMS-CR3623/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-17","RM",36945.41,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
984,"QMS-CR3676/17","PRK-K-MJG","PKD  Manjung","Bank","2017-10-24","RM",36945.41,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
985,"QMS-CR3453/17","PRK-K-MJG","PKD  Manjung","Bank","2017-08-29","RM",36974.01,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
986,"QMS-CR3524/17","PRK-K-MJG","PKD  Manjung","Bank","2017-08-30","RM",36974.01,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
987,"QMS-CR3510/17","PRK-K-MUA","PKD Muallim","Bank","2017-08-30","RM",1432.79,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
988,"QMS-CR3461/17","PRK-K-MUA","PKD Muallim","Bank","2017-08-30","RM",2135.13,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
989,"QMS-CR3516/17","PRK-K-MUA","PKD Muallim","Bank","2017-08-30","RM",8395.97,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
990,"QMS-CR3165/17","PRK-K-MUA","PKD Muallim","Bank","2017-07-12","RM",9608.63,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
991,"QMS-CR3166/17","PRK-K-MUA","PKD Muallim","Bank","2017-07-12","RM",10185.15,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
992,"QMS-CR3040/17","PRK-K-MUA","PKD Muallim","Bank","2017-07-10","RM",10587.63,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
993,"QMS-CR3517/17","PRK-K-MUA","PKD Muallim","Bank","2017-08-30","RM",14057.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
994,"QMS-CR3383/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-10-04","RM",1320.52,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
995,"QMS-CR2978/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-08-24","RM",2800.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
996,"QMS-CR3036/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-10-13","RM",3204.58,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
997,"QMS-CR3038/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-10-13","RM",3204.58,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
998,"QMS-CR3353/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-08-18","RM",10077.11,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
999,"QMS-CR3078/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-10-02","RM",11085.79,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1000,"QMS-CR3354/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-08-18","RM",11668.24,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1001,"QMS-CR3059/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-09-07","RM",12463.80,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1002,"QMS-CR3209/17","PRK-K-PTH","PKD  Perak Tengah","Bank","2017-07-18","RM",13259.36,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1003,"QMS-CR3259/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-07-25","RM",220.62,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1004,"QMS-CR3268/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-07-26","RM",220.62,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1005,"QMS-CR3269/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-07-26","RM",220.62,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1006,"QMS-CR3262/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-25","RM",233.86,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1007,"QMS-CR3556/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-28","RM",462.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1008,"QMS-CR3559/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-28","RM",695.86,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1009,"QMS-CR3459/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-30","RM",2214.30,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1010,"QMS-CR3031/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-10-13","RM",2214.30,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1011,"QMS-CR3033/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-10-13","RM",2214.30,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1012,"QMS-CR3460/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-30","RM",2713.60,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1013,"QMS-CR3128/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-02","RM",5000.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1014,"QMS-CR3053/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-10-13","RM",13834.79,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1015,"QMS-CR3054/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-10-13","RM",13834.79,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1016,"QMS-CR3665/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-10-20","RM",13834.79,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1017,"QMS-CR1492/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-05-12","RM",14240.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1018,"QMS-CR1493/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-05-12","RM",14240.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1019,"QMS-CR1666/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-06-06","RM",14240.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1020,"QMS-CR3649/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-07-17","RM",15094.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1021,"QMS-CR3219/17","PRK-P-BPG","PPD  Batang Padang","Bank","2017-08-08","RM",15094.83,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1022,"QMS-CR3223/17","PRK-P-HIP","PPD  Hilir Perak","Bank","2017-08-08","RM",18103.76,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1023,"QMS-CR3073/17","PRK-P-HIP","PPD  Hilir Perak","Bank","2017-09-21","RM",19190.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1024,"QMS-CR3074/17","PRK-P-HIP","PPD  Hilir Perak","Bank","2017-09-21","RM",19190.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1025,"QMS-CR1562/17","PRK-P-HIP","PPD  Hilir Perak","Bank","2017-05-24","RM",20202.12,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1026,"QMS-CR1575/17","PRK-P-HIP","PPD  Hilir Perak","Bank","2017-05-25","RM",20202.12,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1027,"QMS-CR3391/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-09","RM",696.64,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1028,"QMS-CR3023/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-13","RM",696.64,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1029,"QMS-CR3485/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-23","RM",696.64,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1030,"QMS-CR1910/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-06-23","RM",1900.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1031,"QMS-CR3389/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-10","RM",2713.60,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1032,"QMS-CR3487/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-23","RM",4000.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1033,"QMS-CR1349/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-04-17","RM",13029.50,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1034,"QMS-CR1445/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-05-04","RM",13029.50,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1035,"QMS-CR1844/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-06-20","RM",13029.50,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1036,"QMS-CR3592/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-09","RM",13917.87,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1037,"QMS-CR3596/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-10","RM",13917.88,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1038,"QMS-CR3664/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-20","RM",13917.88,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1039,"QMS-CR3700/17","PRK-P-HUP","PPD  Hulu Perak","Bank","2017-10-27","RM",13917.88,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1040,"QMS-CR3457/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-08-30","RM",1334.04,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1041,"QMS-CR3420/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-08-29","RM",4000.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1042,"QMS-CR3443/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-08-29","RM",10854.40,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1043,"QMS-CR1314/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-04-10","RM",16864.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1044,"QMS-CR1322/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-04-11","RM",16864.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1045,"QMS-CR1660/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-06-05","RM",16864.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1046,"QMS-CR3284/17","PRK-P-KKS","PPD  Kuala Kangsar","Bank","2017-08-25","RM",17875.93,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1047,"QMS-CR3141/17","PRK-P-KNA","PPD  Kinta","Bank","2017-08-03","RM",3644.75,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1048,"QMS-CR3322/17","PRK-P-KNA","PPD  Kinta","Bank","2017-08-16","RM",3731.87,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1049,"QMS-CR3323/17","PRK-P-KNA","PPD  Kinta","Bank","2017-08-16","RM",8221.26,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1050,"QMS-CR3390/17","PRK-P-KNA","PPD  Kinta","Bank","2017-10-10","RM",8221.26,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1051,"QMS-CR3417/17","PRK-P-KNA","PPD  Kinta","Bank","2017-10-12","RM",8221.26,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1052,"QMS-CR3142/17","PRK-P-KNA","PPD  Kinta","Bank","2017-08-03","RM",10368.00,"Regular","QMSPFB","","Fresh","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1053,"QMS-CR1911/17","PRK-P-KNA","PPD  Kinta","Bank","2017-06-23","RM",11189.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
1054,"QMS-CR1579/17","PRK-P-KNA","PPD  Kinta","Bank","2017-05-25","RM",55150.08,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
